Reporting_Period,County,Facility_Name,Youth_in_Facility,Youth_Tested,Youth_Confirmed_Positive,Youth_Confirmed_at_Intake_(Optional),Youth_Confirmed_in_First_14_Days_(Optional),Youth_Confirmed_In_Custody_(Optional),Youth_Hospitalized,Estimated_Youth_Resolved,Youth_Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
10/18/20 - 10/24/20,Orange,Orange Co. Youth Guidance Ctr.,35,<11,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Orange,Orange Co. Youth Guidance Ctr.,39,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Orange,Orange Co. Youth Guidance Ctr.,40,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Orange,Orange Co. Youth Guidance Ctr.,48,<11,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Orange,Orange Co. Youth Guidance Ctr.,44,<11,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Orange,Orange Co. Youth Guidance Ctr.,41,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Orange,Orange Co. Youth Guidance Ctr.,40,<11,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Orange,Orange Co. Youth Guidance Ctr.,40,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Orange,Orange Co. Youth Guidance Ctr.,39,<11,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Orange,Orange Co. Youth Guidance Ctr.,36,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Orange,Orange Co. Youth Guidance Ctr.,35,11,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Orange,Orange Co. Youth Guidance Ctr.,36,<11,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Orange,Orange Co. Youth Guidance Ctr.,34,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Orange,Orange Co. Youth Guidance Ctr.,24,<11,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Orange,Orange County Juvenile Hall,102,45,<11,,,,0,<11,0,,,,,
10/11/20 - 10/17/20,Orange,Orange County Juvenile Hall,97,29,<11,,,,0,<11,0,,,,,
10/18/20 - 10/24/20,Orange,Orange County Juvenile Hall,96,31,<11,,,,0,<11,0,,,,,
10/25/20 - 10/31/20,Orange,Orange County Juvenile Hall,95,28,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Orange,Orange County Juvenile Hall,96,23,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Orange,Orange County Juvenile Hall,91,11,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Orange,Orange County Juvenile Hall,97,14,0,,,,0,<11,0,,,,,
8/02/20 - 8/08/20,Orange,Orange County Juvenile Hall,103,19,<11,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Orange,Orange County Juvenile Hall,107,19,<11,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Orange,Orange County Juvenile Hall,101,22,0,,,,0,<11,0,,,,,
8/23/20 - 8/29/20,Orange,Orange County Juvenile Hall,101,62,<11,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Orange,Orange County Juvenile Hall,105,16,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Orange,Orange County Juvenile Hall,104,39,<11,,,,0,<11,0,,,,,
9/13/20 - 9/19/20,Orange,Orange County Juvenile Hall,105,66,0,,,,0,<11,0,,,,,
9/20/20 - 9/26/20,Orange,Orange County Juvenile Hall,110,30,<11,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Orange,Orange County Juvenile Hall,104,34,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Orange,Youth Leadership Academy,23,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Orange,Youth Leadership Academy,24,<11,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Orange,Youth Leadership Academy,24,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Orange,Youth Leadership Academy,23,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Orange,Youth Leadership Academy,23,<11,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Orange,Youth Leadership Academy,23,<11,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Orange,Youth Leadership Academy,22,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Orange,Youth Leadership Academy,23,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Orange,Youth Leadership Academy,23,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Orange,Youth Leadership Academy,24,<11,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Orange,Youth Leadership Academy,24,<11,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Orange,Youth Leadership Academy,22,<11,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Orange,Youth Leadership Academy,24,<11,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Orange,Youth Leadership Academy,24,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Orange,Youth Leadership Academy,24,<11,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Orange,Youth Leadership Academy,37,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Orange,,,,,,,,,,,,33,0,0,
10/11/20 - 10/17/20,Orange,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Orange,,,,,,,,,,,,14,0,0,
10/25/20 - 10/31/20,Orange,,,,,,,,,,,,<11,<11,0,
11/01/20 - 11/07/20,Orange,,,,,,,,,,,,12,0,0,
7/19/20 - 7/25/20,Orange,,,,,,,,,,,,<11,<11,0,
7/26/20 - 8/01/20,Orange,,,,,,,,,,,,<11,0,<11,
8/02/20 - 8/08/20,Orange,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,Orange,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Orange,,,,,,,,,,,,<11,<11,0,
8/23/20 - 8/29/20,Orange,,,,,,,,,,,,26,<11,<11,
8/30/20 - 9/05/20,Orange,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Orange,,,,,,,,,,,,<11,0,0,
9/13/20 - 9/19/20,Orange,,,,,,,,,,,,22,0,0,
9/20/20 - 9/26/20,Orange,,,,,,,,,,,,26,0,<11,
9/27/20 - 10/03/20,Orange,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,Placer,Placer Juvenile Detention,13,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Placer,Placer Juvenile Detention,14,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Placer,Placer Juvenile Detention,13,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Placer,Placer Juvenile Detention,14,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Placer,Placer Juvenile Detention,11,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Placer,Placer Juvenile Detention,19,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Placer,Placer Juvenile Detention,16,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Placer,Placer Juvenile Detention,17,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Placer,Placer Juvenile Detention,15,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Placer,Placer Juvenile Detention,16,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Placer,Placer Juvenile Detention,16,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Placer,Placer Juvenile Detention,14,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Placer,Placer Juvenile Detention,16,0,0,0,,,0,0,0,,,,,
9/13/20 - 9/19/20,Placer,Placer Juvenile Detention,15,0,0,0,,,0,0,0,,,,,
9/20/20 - 9/26/20,Placer,Placer Juvenile Detention,15,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Placer,Placer Juvenile Detention,15,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Placer,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Placer,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Placer,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Placer,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Placer,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Placer,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Placer,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Placer,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Placer,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,Placer,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Placer,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Placer,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Placer,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Placer,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Placer,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Placer,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,46,28,<11,0,0,<11,0,0,0,,,,,
10/11/20 - 10/17/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,51,<11,0,0,0,0,0,<11,0,,,,,
10/18/20 - 10/24/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,50,12,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,54,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,55,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,46,<11,<11,<11,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,44,12,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,47,<11,0,0,0,0,0,<11,0,,,,,
8/09/20 - 8/15/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,53,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,51,<11,<11,<11,<11,0,0,0,0,,,,,
8/23/20 - 8/29/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,53,<11,<11,<11,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,51,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,50,<11,0,0,0,0,0,<11,0,,,,,
9/13/20 - 9/19/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,54,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,53,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Riverside,Alan M. Crogan Youth Treatment/Educational Center,48,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Riverside,Indio Juvenile Hall,32,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Riverside,Indio Juvenile Hall,29,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Riverside,Indio Juvenile Hall,29,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Riverside,Indio Juvenile Hall,28,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Riverside,Indio Juvenile Hall,27,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Riverside,Indio Juvenile Hall,28,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Riverside,Indio Juvenile Hall,31,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Riverside,Indio Juvenile Hall,30,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Riverside,Indio Juvenile Hall,29,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Riverside,Indio Juvenile Hall,29,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Riverside,Indio Juvenile Hall,29,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Riverside,Indio Juvenile Hall,34,<11,<11,<11,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Riverside,Indio Juvenile Hall,34,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Riverside,Indio Juvenile Hall,34,<11,<11,<11,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Riverside,Indio Juvenile Hall,35,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Riverside,Indio Juvenile Hall,35,<11,<11,<11,0,0,0,0,0,<11 positive youth was a book and release.  Results received after release.,,,,
10/04/20 - 10/10/20,Riverside,Southwest Juvenile Hall,41,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Riverside,Southwest Juvenile Hall,45,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Riverside,Southwest Juvenile Hall,47,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Riverside,Southwest Juvenile Hall,40,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Riverside,Southwest Juvenile Hall,41,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Riverside,Southwest Juvenile Hall,48,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Riverside,Southwest Juvenile Hall,46,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Riverside,Southwest Juvenile Hall,45,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Riverside,Southwest Juvenile Hall,35,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Riverside,Southwest Juvenile Hall,39,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Riverside,Southwest Juvenile Hall,36,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Riverside,Southwest Juvenile Hall,47,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Riverside,Southwest Juvenile Hall,50,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Riverside,Southwest Juvenile Hall,54,50,<11,<11,0,0,0,0,0,The youth who tested positive was a book and release.  Results were received after his release.,,,,
9/20/20 - 9/26/20,Riverside,Southwest Juvenile Hall,57,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Riverside,Southwest Juvenile Hall,48,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Riverside,,,,,,,,,,,,31,<11,0,One staff member who tested positive previously tested positive in August.  It is unknown if the test results are related to same incident of Covid.
10/11/20 - 10/17/20,Riverside,,,,,,,,,,,,30,<11,<11,
10/18/20 - 10/24/20,Riverside,,,,,,,,,,,,0,0,<11,
10/25/20 - 10/31/20,Riverside,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Riverside,,,,,,,,,,,,<11,<11,0,
7/19/20 - 7/25/20,Riverside,,,,,,,,,,,,48,<11,<11,"When tested, Correctional Health did not differentiate between sworn and non-sworn staff."
7/26/20 - 8/01/20,Riverside,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,Riverside,,,,,,,,,,,,<11,<11,<11,
8/09/20 - 8/15/20,Riverside,,,,,,,,,,,,<11,<11,<11,
8/16/20 - 8/22/20,Riverside,,,,,,,,,,,,31,<11,<11,
8/23/20 - 8/29/20,Riverside,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Riverside,,,,,,,,,,,,<11,<11,<11,
9/06/20 - 9/12/20,Riverside,,,,,,,,,,,,<11,<11,0,
9/13/20 - 9/19/20,Riverside,,,,,,,,,,,,22,0,0,
9/20/20 - 9/26/20,Riverside,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Riverside,,,,,,,,,,,,<11,0,0,
10/04/20 - 10/10/20,Sacramento,Sacramento County Youth Detention Facility,84,11,<11,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Sacramento,Sacramento County Youth Detention Facility,87,12,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Sacramento,Sacramento County Youth Detention Facility,97,20,<11,,,,0,<11,0,,,,,
10/25/20 - 10/31/20,Sacramento,Sacramento County Youth Detention Facility,105,16,<11,,,,0,<11,0,,,,,
11/01/20 - 11/07/20,Sacramento,Sacramento County Youth Detention Facility,108,12,0,,,,0,<11,0,,,,,
7/19/20 - 7/25/20,Sacramento,Sacramento County Youth Detention Facility,93,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Sacramento,Sacramento County Youth Detention Facility,90,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Sacramento,Sacramento County Youth Detention Facility,87,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Sacramento,Sacramento County Youth Detention Facility,96,15,<11,0,<11,0,0,0,0,,,,,
8/16/20 - 8/22/20,Sacramento,Sacramento County Youth Detention Facility,85,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Sacramento,Sacramento County Youth Detention Facility,85,<11,0,,,,0,<11,0,,,,,
8/30/20 - 9/05/20,Sacramento,Sacramento County Youth Detention Facility,96,18,<11,,,,0,<11,0,,,,,
9/06/20 - 9/12/20,Sacramento,Sacramento County Youth Detention Facility,93,<11,0,,,,0,<11,0,,,,,
9/13/20 - 9/19/20,Sacramento,Sacramento County Youth Detention Facility,94,12,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Sacramento,Sacramento County Youth Detention Facility,92,11,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Sacramento,Sacramento County Youth Detention Facility,85,14,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Sacramento,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Sacramento,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Sacramento,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Sacramento,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,Sacramento,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,Sacramento,,,,,,,,,,,,14,<11,<11,
7/26/20 - 8/01/20,Sacramento,,,,,,,,,,,,<11,<11,<11,
8/02/20 - 8/08/20,Sacramento,,,,,,,,,,,,<11,<11,<11,
8/09/20 - 8/15/20,Sacramento,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Sacramento,,,,,,,,,,,,<11,0,0,
8/23/20 - 8/29/20,Sacramento,,,,,,,,,,,,0,0,<11,
8/30/20 - 9/05/20,Sacramento,,,,,,,,,,,,<11,0,0,
9/06/20 - 9/12/20,Sacramento,,,,,,,,,,,,<11,0,<11,
9/13/20 - 9/19/20,Sacramento,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Sacramento,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Sacramento,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,San Benito,San Benito County Juv. Hall,4,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,San Benito,San Benito County Juv. Hall,4,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,San Benito,San Benito County Juv. Hall,5,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,San Benito,San Benito County Juv. Hall,5,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,San Benito,San Benito County Juv. Hall,4,0,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,San Benito,San Benito County Juv. Hall,4,0,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Benito,San Benito County Juv. Hall,5,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,San Benito,San Benito County Juv. Hall,4,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Benito,San Benito County Juv. Hall,3,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Benito,San Benito County Juv. Hall,3,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,San Benito,San Benito County Juv. Hall,3,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,San Benito,San Benito County Juv. Hall,4,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,San Benito,San Benito County Juv. Hall,4,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,San Benito,San Benito County Juv. Hall,3,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,San Benito,San Benito County Juv. Hall,4,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,San Benito,San Benito County Juv. Hall,4,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,San Benito,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,San Benito,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,San Benito,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,San Benito,,,,,,,,,,,,0,0,0,
11/01/20 - 11/07/20,San Benito,,,,,,,,,,,,0,0,0,
7/19/20 - 7/25/20,San Benito,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,San Benito,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,San Benito,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,San Benito,,,,,,,,,,,,0,0,0,
8/16/20 - 8/22/20,San Benito,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,San Benito,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,San Benito,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,San Benito,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,San Benito,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,San Benito,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,San Benito,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,San Bernardino,Central Valley Juv Det & Assessment Center,93,<11,0,0,0,0,0,U,0,,,,,
10/11/20 - 10/17/20,San Bernardino,Central Valley Juv Det & Assessment Center,98,<11,0,0,0,0,0,U,0,,,,,
10/18/20 - 10/24/20,San Bernardino,Central Valley Juv Det & Assessment Center,95,<11,0,0,0,0,0,U,0,,,,,
10/25/20 - 10/31/20,San Bernardino,Central Valley Juv Det & Assessment Center,91,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,San Bernardino,Central Valley Juv Det & Assessment Center,91,<11,0,0,0,0,0,U,0,,,,,
7/19/20 - 7/25/20,San Bernardino,Central Valley Juv Det & Assessment Center,102,U,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Bernardino,Central Valley Juv Det & Assessment Center,95,U,0,0,0,0,0,U,0,,,,,
8/02/20 - 8/08/20,San Bernardino,Central Valley Juv Det & Assessment Center,83,U,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Bernardino,Central Valley Juv Det & Assessment Center,83,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Bernardino,Central Valley Juv Det & Assessment Center,78,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,San Bernardino,Central Valley Juv Det & Assessment Center,94,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,San Bernardino,Central Valley Juv Det & Assessment Center,87,<11,0,0,0,0,0,U,0,,,,,
9/06/20 - 9/12/20,San Bernardino,Central Valley Juv Det & Assessment Center,92,0,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,San Bernardino,Central Valley Juv Det & Assessment Center,91,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,San Bernardino,Central Valley Juv Det & Assessment Center,81,0,0,0,0,0,0,U,0,,,,,
9/27/20 - 10/03/20,San Bernardino,Central Valley Juv Det & Assessment Center,91,<11,0,0,0,0,0,U,0,,,,,
10/18/20 - 10/24/20,San Bernardino,Gateway @ RYEF,7,0,0,U,U,U,U,U,0,,,,,
10/04/20 - 10/10/20,San Bernardino,Gateway @ RYEF,11,0,U,U,U,0,0,U,0,,,,,
10/11/20 - 10/17/20,San Bernardino,Gateway @ RYEF,9,0,0,U,U,0,0,U,0,,,,,
10/25/20 - 10/31/20,San Bernardino,Gateway @ RYEF,7,0,0,U,U,0,0,U,0,,,,,
11/01/20 - 11/07/20,San Bernardino,Gateway @ RYEF,7,0,0,U,U,0,0,U,0,,,,,
7/19/20 - 7/25/20,San Bernardino,Gateway @ RYEF,23,U,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,San Bernardino,Gateway @ RYEF,23,U,0,0,0,0,0,U,0,,,,,
8/02/20 - 8/08/20,San Bernardino,Gateway @ RYEF,22,U,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,San Bernardino,Gateway @ RYEF,21,0,0,,,0,0,0,0,,,,,
8/16/20 - 8/22/20,San Bernardino,Gateway @ RYEF,20,0,0,,,0,0,0,0,,,,,
8/23/20 - 8/29/20,San Bernardino,Gateway @ RYEF,16,0,0,,,0,0,0,0,,,,,
8/30/20 - 9/05/20,San Bernardino,Gateway @ RYEF,15,0,0,U,U,0,0,U,0,,,,,
9/06/20 - 9/12/20,San Bernardino,Gateway @ RYEF,15,0,0,U,U,0,0,0,0,,,,,
9/13/20 - 9/19/20,San Bernardino,Gateway @ RYEF,14,0,0,U,U,0,0,0,0,,,,,
9/20/20 - 9/26/20,San Bernardino,Gateway @ RYEF,12,0,0,U,U,0,0,U,0,,,,,
9/27/20 - 10/03/20,San Bernardino,Gateway @ RYEF,11,0,U,U,U,0,0,U,0,,,,,
10/04/20 - 10/10/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,,,,,
10/11/20 - 10/17/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,,,,,
10/18/20 - 10/24/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,,,,,
10/25/20 - 10/31/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,,,,,
11/01/20 - 11/07/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,,,,,
7/26/20 - 8/01/20,San Bernardino,High Desert JDAC,U,U,U,U,U,U,U,U,U,,,,,
8/02/20 - 8/08/20,San Bernardino,High Desert JDAC,U,U,U,U,U,U,U,U,U,,,,,
8/09/20 - 8/15/20,San Bernardino,High Desert JDAC,U,U,U,,,,U,U,U,,,,,
8/16/20 - 8/22/20,San Bernardino,High Desert JDAC,U,U,U,,,,U,U,U,,,,,
8/23/20 - 8/29/20,San Bernardino,High Desert JDAC,U,U,U,,,,U,U,U,,,,,
8/30/20 - 9/05/20,San Bernardino,High Desert JDAC,U,U,U,U,U,U,U,U,U,This facility is not currently housing juveniles. Booking only then transported to Central.,,,,
9/06/20 - 9/12/20,San Bernardino,High Desert JDAC,U,U,U,U,U,U,U,U,U,,,,,
9/13/20 - 9/19/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,,,,,
9/20/20 - 9/26/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,"Facility is closed, booking only transport to CVJDAC",,,,
9/27/20 - 10/03/20,San Bernardino,High Desert JDAC,0,U,U,U,U,U,U,U,U,,,,,
7/19/20 - 7/25/20,San Bernardino,High Desert JDAC - No Data Reported,,,,,,,,,,,,,,
