Reporting_Period,County,Facility_Name,Number_of_Incarcerated_in_the_Facility,Total_Number_Tested,Total_Confirmed_Positive,Confirmed_at_Intake_(Optional),Confirmed_in_First_14 Days_(Optional),Confirmed_In_Custody_(Optional),Hospitalized,Estimated_Resolved,Deaths,Additional_Information_(Optional),Staff_Tested,Staff_Confirmed_Positive,Staff_Resolved,Additional_County_Information
10/04/20 - 10/10/20,Santa Clara,Elmwood Complex - Women's Facility,159,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/11/20 - 10/17/20,Santa Clara,Elmwood Complex - Women's Facility,154,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/18/20 - 10/24/20,Santa Clara,Elmwood Complex - Women's Facility,152,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/25/20 - 10/31/20,Santa Clara,Elmwood Complex - Women's Facility,158,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
11/01/20 - 11/07/20,Santa Clara,Elmwood Complex - Women's Facility,156,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
7/19/20 - 7/25/20,Santa Clara,Elmwood Complex - Women's Facility,184,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx.,,,,
7/26/20 - 8/01/20,Santa Clara,Elmwood Complex - Women's Facility,176,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/02/20 - 8/08/20,Santa Clara,Elmwood Complex - Women's Facility,170,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/09/20 - 8/15/20,Santa Clara,Elmwood Complex - Women's Facility,178,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/16/20 - 8/22/20,Santa Clara,Elmwood Complex - Women's Facility,174,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/23/20 - 8/29/20,Santa Clara,Elmwood Complex - Women's Facility,170,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/30/20 - 9/05/20,Santa Clara,Elmwood Complex - Women's Facility,158,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/06/20 - 9/12/20,Santa Clara,Elmwood Complex - Women's Facility,161,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/06/20 - 9/12/20,Santa Clara,Elmwood Complex - Women's Facility,161,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/13/20 - 9/19/20,Santa Clara,Elmwood Complex - Women's Facility,160,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/20/20 - 9/26/20,Santa Clara,Elmwood Complex - Women's Facility,158,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/27/20 - 10/03/20,Santa Clara,Elmwood Complex - Women's Facility,155,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/04/20 - 10/10/20,Santa Clara,Santa Clara County Main Jail,613,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/11/20 - 10/17/20,Santa Clara,Santa Clara County Main Jail,644,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/18/20 - 10/24/20,Santa Clara,Santa Clara County Main Jail,645,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/25/20 - 10/31/20,Santa Clara,Santa Clara County Main Jail,670,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
11/01/20 - 11/07/20,Santa Clara,Santa Clara County Main Jail,680,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
7/19/20 - 7/25/20,Santa Clara,Santa Clara County Main Jail,647,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
7/26/20 - 8/01/20,Santa Clara,Santa Clara County Main Jail,644,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/02/20 - 8/08/20,Santa Clara,Santa Clara County Main Jail,635,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/09/20 - 8/15/20,Santa Clara,Santa Clara County Main Jail,621,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/16/20 - 8/22/20,Santa Clara,Santa Clara County Main Jail,618,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/23/20 - 8/29/20,Santa Clara,Santa Clara County Main Jail,606,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
8/30/20 - 9/05/20,Santa Clara,Santa Clara County Main Jail,614,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/06/20 - 9/12/20,Santa Clara,Santa Clara County Main Jail,624,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/13/20 - 9/19/20,Santa Clara,Santa Clara County Main Jail,621,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/20/20 - 9/26/20,Santa Clara,Santa Clara County Main Jail,642,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
9/27/20 - 10/03/20,Santa Clara,Santa Clara County Main Jail,630,U,U,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx,,,,
10/04/20 - 10/10/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/11/20 - 10/17/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/18/20 - 10/24/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/25/20 - 10/31/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
11/01/20 - 11/07/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
7/19/20 - 7/25/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
7/26/20 - 8/01/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
8/02/20 - 8/08/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
8/09/20 - 8/15/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
8/16/20 - 8/22/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
8/23/20 - 8/29/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
8/30/20 - 9/05/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
9/13/20 - 9/19/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
9/20/20 - 9/26/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
9/27/20 - 10/03/20,Santa Clara,,,,,,,,,,,,U,U,U,https://www.sccgov.org/sites/sheriff/COVID19/Pages/Population-COVID-19-Tracking.aspx
10/04/20 - 10/10/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Cruz,Santa Cruz Blaine Womens Min,13,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Santa Cruz,Santa Cruz Blaine Womens Min,9,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Cruz,Santa Cruz Blaine Womens Min,9,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Cruz,Santa Cruz Blaine Womens Min,10,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Cruz,Santa Cruz Blaine Womens Min,8,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Cruz,Santa Cruz Blaine Womens Min,8,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Santa Cruz,Santa Cruz Blaine Womens Min,10,0,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Santa Cruz,Santa Cruz Blaine Womens Min,12,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Cruz,Santa Cruz Blaine Womens Min,14,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Cruz,Santa Cruz Blaine Womens Min,12,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Cruz,Santa Cruz Blaine Womens Min,11,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Cruz,Santa Cruz Blaine Womens Min,12,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Cruz,Santa Cruz Main Jail,236,53,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Cruz,Santa Cruz Main Jail,236,67,<11,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Cruz,Santa Cruz Main Jail,239,50,0,,,,0,<11,0,,,,,
10/25/20 - 10/31/20,Santa Cruz,Santa Cruz Main Jail,222,53,<11,,,,0,<11,0,,,,,
11/01/20 - 11/07/20,Santa Cruz,Santa Cruz Main Jail,238,50,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Cruz,Santa Cruz Main Jail,212,50,<11,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Cruz,Santa Cruz Main Jail,217,62,<11,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Cruz,Santa Cruz Main Jail,217,44,<11,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Cruz,Santa Cruz Main Jail,226,63,<11,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Cruz,Santa Cruz Main Jail,224,23,<11,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Santa Cruz,Santa Cruz Main Jail,225,18,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Santa Cruz,Santa Cruz Main Jail,212,22,<11,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Cruz,Santa Cruz Main Jail,220,42,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Cruz,Santa Cruz Main Jail,232,39,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Cruz,Santa Cruz Main Jail,230,80,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Cruz,Santa Cruz Main Jail,234,69,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Cruz,Santa Cruz Medium Security,78,0,0,,,,0,0,0,,,,,
10/11/20 - 10/17/20,Santa Cruz,Santa Cruz Medium Security,76,0,0,,,,0,0,0,,,,,
10/18/20 - 10/24/20,Santa Cruz,Santa Cruz Medium Security,77,0,0,,,,0,0,0,,,,,
10/25/20 - 10/31/20,Santa Cruz,Santa Cruz Medium Security,94,0,0,,,,0,0,0,,,,,
11/01/20 - 11/07/20,Santa Cruz,Santa Cruz Medium Security,86,0,0,,,,0,0,0,,,,,
7/19/20 - 7/25/20,Santa Cruz,Santa Cruz Medium Security,83,0,0,,,,0,0,0,,,,,
7/26/20 - 8/01/20,Santa Cruz,Santa Cruz Medium Security,92,0,0,,,,0,0,0,,,,,
8/02/20 - 8/08/20,Santa Cruz,Santa Cruz Medium Security,88,0,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Santa Cruz,Santa Cruz Medium Security,87,0,0,,,,0,0,0,,,,,
8/16/20 - 8/22/20,Santa Cruz,Santa Cruz Medium Security,77,0,0,,,,0,0,0,,,,,
8/23/20 - 8/29/20,Santa Cruz,Santa Cruz Medium Security,82,<11,0,,,,0,0,0,,,,,
8/30/20 - 9/05/20,Santa Cruz,Santa Cruz Medium Security,72,0,0,,,,0,0,0,,,,,
9/06/20 - 9/12/20,Santa Cruz,Santa Cruz Medium Security,69,0,0,,,,0,0,0,,,,,
9/13/20 - 9/19/20,Santa Cruz,Santa Cruz Medium Security,90,0,0,,,,0,0,0,,,,,
9/20/20 - 9/26/20,Santa Cruz,Santa Cruz Medium Security,72,0,0,,,,0,0,0,,,,,
9/27/20 - 10/03/20,Santa Cruz,Santa Cruz Medium Security,75,0,0,,,,0,0,0,,,,,
10/04/20 - 10/10/20,Santa Cruz,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Santa Cruz,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
7/19/20 - 7/25/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
7/26/20 - 8/01/20,Santa Cruz,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
8/23/20 - 8/29/20,Santa Cruz,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Santa Cruz,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
9/13/20 - 9/19/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Santa Cruz,,,,,,,,,,,,<11,0,0,
9/27/20 - 10/03/20,Santa Cruz,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Shasta,Shasta County Main Jail,455,15,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Shasta,Shasta County Main Jail,428,30,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Shasta,Shasta County Main Jail,422,30,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Shasta,Shasta County Main Jail,425,0,<11,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Shasta,Shasta County Main Jail,421,35,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Shasta,Shasta County Main Jail,455,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Shasta,Shasta County Main Jail,446,0,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Shasta,Shasta County Main Jail,456,0,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Shasta,Shasta County Main Jail,454,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Shasta,Shasta County Main Jail,453,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Shasta,Shasta County Main Jail,435,0,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Shasta,Shasta County Main Jail,435,0,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Shasta,Shasta County Main Jail,458,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Shasta,Shasta County Main Jail,449,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Shasta,Shasta County Main Jail,459,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Shasta,Shasta County Main Jail,460,0,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Shasta,,,,,,,,,,,,<11,0,0,
10/11/20 - 10/17/20,Shasta,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Shasta,,,,,,,,,,,,0,0,0,
10/25/20 - 10/31/20,Shasta,,,,,,,,,,,,<11,<11,0,
11/01/20 - 11/07/20,Shasta,,,,,,,,,,,,<11,<11,0,
7/19/20 - 7/25/20,Shasta,,,,,,,,,,,,0,0,0,
7/26/20 - 8/01/20,Shasta,,,,,,,,,,,,<11,0,0,
8/02/20 - 8/08/20,Shasta,,,,,,,,,,,,0,0,0,
8/09/20 - 8/15/20,Shasta,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Shasta,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Shasta,,,,,,,,,,,,0,0,0,
8/30/20 - 9/05/20,Shasta,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Shasta,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Shasta,,,,,,,,,,,,0,0,0,
9/20/20 - 9/26/20,Shasta,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Shasta,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Siskiyou,Siskiyou County Jail,86,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Siskiyou,Siskiyou County Jail,86,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Siskiyou,Siskiyou County Jail,87,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Siskiyou,Siskiyou County Jail,88,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Siskiyou,Siskiyou County Jail,87,11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Siskiyou,Siskiyou County Jail,81,<11,0,0,0,0,0,0,0,,,,,
7/26/20 - 8/01/20,Siskiyou,Siskiyou County Jail,79,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Siskiyou,Siskiyou County Jail,91,<11,0,0,0,0,0,0,0,,,,,
8/09/20 - 8/15/20,Siskiyou,Siskiyou County Jail,80,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Siskiyou,Siskiyou County Jail,81,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Siskiyou,Siskiyou County Jail,81,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Siskiyou,Siskiyou County Jail,85,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Siskiyou,Siskiyou County Jail,85,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Siskiyou,Siskiyou County Jail,85,<11,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Siskiyou,Siskiyou County Jail,86,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Siskiyou,Siskiyou County Jail,88,<11,0,0,,0,0,0,0,,,,,
10/04/20 - 10/10/20,Siskiyou,,,,,,,,,,,,0,0,0,
10/11/20 - 10/17/20,Siskiyou,,,,,,,,,,,,0,0,0,
10/18/20 - 10/24/20,Siskiyou,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Siskiyou,,,,,,,,,,,,<11,0,0,
11/01/20 - 11/07/20,Siskiyou,,,,,,,,,,,,14,0,0,
7/19/20 - 7/25/20,Siskiyou,,,,,,,,,,,,<11,0,0,
7/26/20 - 8/01/20,Siskiyou,,,,,,,,,,,,0,0,0,
8/02/20 - 8/08/20,Siskiyou,,,,,,,,,,,,<11,0,0,
8/09/20 - 8/15/20,Siskiyou,,,,,,,,,,,,<11,0,0,
8/16/20 - 8/22/20,Siskiyou,,,,,,,,,,,,0,0,0,
8/23/20 - 8/29/20,Siskiyou,,,,,,,,,,,,<11,0,0,
8/30/20 - 9/05/20,Siskiyou,,,,,,,,,,,,0,0,0,
9/06/20 - 9/12/20,Siskiyou,,,,,,,,,,,,0,0,0,
9/13/20 - 9/19/20,Siskiyou,,,,,,,,,,,,<11,0,0,
9/20/20 - 9/26/20,Siskiyou,,,,,,,,,,,,0,0,0,
9/27/20 - 10/03/20,Siskiyou,,,,,,,,,,,,0,0,0,
10/04/20 - 10/10/20,Solano,Claybank Facility,102,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Solano,Claybank Facility,105,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Solano,Claybank Facility,104,0,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Solano,Claybank Facility,112,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Solano,Claybank Facility,110,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Solano,Claybank Facility,55,<11,0,U,U,U,0,0,0,,,,,
7/26/20 - 8/01/20,Solano,Claybank Facility,60,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Solano,Claybank Facility,54,<11,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Solano,Claybank Facility,63,0,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Solano,Claybank Facility,70,0,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Solano,Claybank Facility,87,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Solano,Claybank Facility,92,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Solano,Claybank Facility,94,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Solano,Claybank Facility,97,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Solano,Claybank Facility,91,0,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Solano,Claybank Facility,102,<11,0,,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Solano,No Data Reported,,,,,,,,,,,,,,
9/06/20 - 9/12/20,Solano,No Data Reported,,,,,,,,,,,,,,
10/04/20 - 10/10/20,Solano,Solano County Justice Center,213,40,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Solano,Solano County Justice Center,215,47,<11,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Solano,Solano County Justice Center,223,31,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Solano,Solano County Justice Center,232,40,<11,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Solano,Solano County Justice Center,244,41,<11,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Solano,Solano County Justice Center,188,13,0,U,U,U,0,0,0,,,,,
7/26/20 - 8/01/20,Solano,Solano County Justice Center,180,41,<11,0,<11,<11,0,<11,0,,,,,
8/02/20 - 8/08/20,Solano,Solano County Justice Center,208,39,<11,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Solano,Solano County Justice Center,203,35,<11,<11,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Solano,Solano County Justice Center,208,53,<11,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Solano,Solano County Justice Center,201,41,<11,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Solano,Solano County Justice Center,183,37,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Solano,Solano County Justice Center,182,48,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Solano,Solano County Justice Center,195,40,<11,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Solano,Solano County Justice Center,205,42,<11,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Solano,Solano County Justice Center,234,19,<11,0,<11,<11,0,0,0,,,,,
10/04/20 - 10/10/20,Solano,Stanton Correctional Facility,272,<11,0,0,0,0,0,0,0,,,,,
10/11/20 - 10/17/20,Solano,Stanton Correctional Facility,275,<11,0,0,0,0,0,0,0,,,,,
10/18/20 - 10/24/20,Solano,Stanton Correctional Facility,280,<11,0,0,0,0,0,0,0,,,,,
10/25/20 - 10/31/20,Solano,Stanton Correctional Facility,282,<11,0,0,0,0,0,0,0,,,,,
11/01/20 - 11/07/20,Solano,Stanton Correctional Facility,110,<11,0,0,0,0,0,0,0,,,,,
7/19/20 - 7/25/20,Solano,Stanton Correctional Facility,198,11,0,U,U,U,0,0,0,,,,,
7/26/20 - 8/01/20,Solano,Stanton Correctional Facility,210,<11,0,0,0,0,0,0,0,,,,,
8/02/20 - 8/08/20,Solano,Stanton Correctional Facility,213,<11,0,,,,0,0,0,,,,,
8/09/20 - 8/15/20,Solano,Stanton Correctional Facility,236,<11,0,0,0,0,0,0,0,,,,,
8/16/20 - 8/22/20,Solano,Stanton Correctional Facility,243,<11,0,0,0,0,0,0,0,,,,,
8/23/20 - 8/29/20,Solano,Stanton Correctional Facility,247,<11,0,0,0,0,0,0,0,,,,,
8/30/20 - 9/05/20,Solano,Stanton Correctional Facility,246,<11,0,0,0,0,0,0,0,,,,,
9/06/20 - 9/12/20,Solano,Stanton Correctional Facility,260,<11,0,0,0,0,0,0,0,,,,,
9/13/20 - 9/19/20,Solano,Stanton Correctional Facility,255,0,0,0,0,0,0,0,0,,,,,
9/20/20 - 9/26/20,Solano,Stanton Correctional Facility,258,<11,0,0,0,0,0,0,0,,,,,
9/27/20 - 10/03/20,Solano,Stanton Correctional Facility,265,<11,0,0,0,0,0,0,0,,,,,
10/04/20 - 10/10/20,Solano,,,,,,,,,,,,45,0,0,
10/11/20 - 10/17/20,Solano,,,,,,,,,,,,<11,0,0,
10/18/20 - 10/24/20,Solano,,,,,,,,,,,,<11,0,0,
10/25/20 - 10/31/20,Solano,,,,,,,,,,,,<11,<11,0,
11/01/20 - 11/07/20,Solano,,,,,,,,,,,,15,<11,0,
7/19/20 - 7/25/20,Solano,,,,,,,,,,,,26,<11,0,
7/26/20 - 8/01/20,Solano,,,,,,,,,,,,40,0,0,
8/02/20 - 8/08/20,Solano,,,,,,,,,,,,<11,<11,0,
8/09/20 - 8/15/20,Solano,,,,,,,,,,,,<11,<11,0,
